pitch,roll,yaw
0.11212639978712595,350.6859698496298,257.26158541042133
0.9489124184177593,347.3807286121393,260.1296023334772
0.9443194363660431,347.3771897203756,260.12665852194493
0.9381445184695284,347.38174033391016,260.12081871020456
0.9338767174553283,347.3795410129974,260.11527942678765
0.9341017935328213,347.37108950767316,260.1103821811528
0.9325383205431231,347.3782125412038,260.09462493473757
0.9284294281488316,347.3862516738569,260.0823579149882
0.9193564823318217,347.4054342601409,260.06231130977426
0.9107411591892025,347.4145551240038,260.0529129694763
0.9076488977641851,347.4097842368686,260.04746247851864
0.9059069860824203,347.4163096288469,260.0406391195378
0.9028880424692747,347.4356023519312,260.0237548919095
0.9007841307614991,347.4443390176533,260.0136598723162
0.8943228251675199,347.45346073528987,260.00352387158796
0.8883840824058996,347.453648565492,260.001556777107
0.8820816320709761,347.4760157274765,259.9869674930398
0.8794982197391247,347.4846081054524,259.97735058668843
0.8743766984395258,347.50737824859795,259.955719377587
0.8698447612035165,347.5207218769152,259.9440602446738
0.8641012124417705,347.529191311486,259.93678609320773
0.8553148677656367,347.54192363787257,259.9321005834371
0.8448797794568852,347.5634882526296,259.91783231826093
0.8424838238012388,347.5796800698308,259.91505243126875
0.8408072791642651,347.57976117832715,259.91612477096845
0.8408380150155302,347.5932969057148,259.91486801616117
0.8360870848392574,347.6169336291113,259.9044656380552
0.8278541455684533,347.63203090849794,259.9017882039006
0.8178220917815855,347.64783255114276,259.8960918261328
0.8075437776586271,347.67471190684773,259.88022529669087
0.8038662010382511,347.6915636910774,259.87162608852583
0.8032531381993896,347.7087185649516,259.86207748406616
0.8040276176182456,347.71533274938906,259.86064314434043
0.7965747072949981,347.732036830778,259.85159997387933
0.7875191571160306,347.73501052438786,259.84815755853765
0.7769462910851153,347.761450186665,259.8320861234206
0.7733306664149455,347.77760273027843,259.8264512173554
0.770764863164548,347.7969441184606,259.8258501607084
0.7687151660833095,347.81422022819254,259.8243270285235
0.7619740361767713,347.840603541409,259.81955272629364
0.7539342098325788,347.8564666557563,259.8176539337044
0.7457599141391015,347.8746853315937,259.8161308015195
0.7366446531657492,347.9014827250286,259.80405502706685
0.7328569931058598,347.91953662255224,259.79979981921394
0.7306395828639858,347.93526996330536,259.7946566867689
0.7255340164594013,347.9527757381481,259.7872869126545
0.7167270744940516,347.97930077778983,259.77107887375405
0.709784507367851,347.99850812350957,259.75831325019533
0.7006155653764907,348.00457418526616,259.74907200424826
0.695577927337636,348.0068426618443,259.74587547571673
0.6936798818003129,348.02292434224506,259.74381958877655
0.6951612857982653,348.03053146543317,259.7496115891927
0.6888898381188713,348.0456278910462,259.74886709857316
0.6818858526509934,348.06038878361625,259.74459140015273
0.6793349904394053,348.07900104910453,259.74201641883565
0.6774523128277147,348.09459607852693,259.7383895883864
0.6782532058687516,348.10486441417044,259.74049328665075
0.6720629200466044,348.1169965376837,259.73282981440195
0.6663772678102448,348.13557038335784,259.7295581537895
0.6626694889471328,348.1520345543522,259.72798721028045
0.6591367336815024,348.16833138571184,259.7263069837446
0.6545790231535469,348.19876329355884,259.7195792474122
0.64946289130009,348.2129888700527,259.71090490716625
0.6475605235336828,348.22567338511504,259.70718928425777
0.6443014560825289,348.2425191929292,259.6981392836075
0.6381692802291797,348.2603468404366,259.6883038112027
0.6331910861804454,348.2802107380903,259.67211626286974
0.6279392043172345,348.29563842787803,259.6588725260691
0.6251919741670084,348.30578211256915,259.6544260729194
0.6208101943710337,348.3245745242968,259.65064897830837
0.6155314186379658,348.34181477553557,259.6507377707676
0.6094940116593506,348.3588398758155,259.65006841222896
0.604841158730691,348.3760340232773,259.6478486007487
0.6031104528280332,348.39575107186386,259.6421249022242
0.6023876800756284,348.4106135634978,259.6370705622384
0.5963849042905391,348.428588913846,259.62720093888777
0.5880579965577944,348.4485006228239,259.6169010136193
0.581799942452476,348.4676840628815,259.6113753905808
0.5776610612588599,348.4874608756233,259.60319282395517
0.5795740478349923,348.4987067820917,259.6006929747189
0.5752571548361327,348.5180891514089,259.59281093641675
0.5669473759371659,348.5384943415543,259.58745606810743
0.5584489664232305,348.5570861164751,259.58221048282485
0.557113184192817,348.57664436316344,259.57536663327653
0.5572839389220673,348.5972237231327,259.5689462554567
0.554957299014326,348.60874369094154,259.56964976494123
0.5468836418894006,348.6286750367133,259.56697916097573
0.5365580500507809,348.64607067475566,259.561644783234
0.5359360225886338,348.66513714782377,259.5547121412264
0.5358322890906142,348.68618096065654,259.54542991414434
0.5298154794012148,348.70499300917805,259.53932372502635
0.5210691020038961,348.71928774133727,259.5336614982044
0.5110936107210925,348.73961694562814,259.52202968604786
0.509330087893907,348.7596319612172,259.51617621392916
0.5084852255100881,348.77988859474823,259.507249156684
0.5050281892947096,348.79978066693224,259.49949689197604
0.499333252269947,348.81190766780355,259.4995037221652
