command,pitch,roll,yaw
stop,0.0,0.7696762484047243,204.80389526383667
stop,0.06989764133571802,0.7287991136869318,203.7265831864289
stop,0.055904654794464714,0.7286235564809214,204.3934008947189
stop,0.0,0.7693058707248098,204.16202140639555
stop,359.972518830591,0.8118808410598793,203.49633750950778
stop,0.04196656323062274,0.949464383080061,203.59008868605537
stop,0.01397616786743281,0.7286235564809214,204.41610444352003
stop,0.05589030739514372,0.7971611430682671,204.3600968923259
stop,3.5627709588248675,0.715566636026237,204.9424388209612
stop,0.027979019496364287,0.7706038201105238,203.58041713819063
stop,0.013985856197285783,0.8529514622302535,203.49214377335738
stop,359.9862525625947,0.7434438396802325,204.8857482508501
stop,0.0139859545813583,0.8254407942747645,203.50640520834438
stop,0.0,0.7430854148313655,203.44083539231224
stop,0.0,0.783985014468225,202.92654946856698
stop,0.028019453682642234,0.7854990753081464,203.55555524961179
stop,0.0,0.8527459695857714,203.72076386525606
stop,359.9724918566799,0.7438027447767755,204.13175000799404
stop,0.0,0.8675428807315164,203.7583572264478
stop,0.0,0.7286236098417742,204.6640403103915
stop,0.0,0.7153942804714,204.18096835115315
stop,0.028080365096216996,0.8010182255977674,203.92741806878396
stop,359.9725519076497,0.8109035370391857,204.13918125381102
stop,359.9725321658016,0.8252418650151879,204.31813221006536
stop,356.47997023056695,0.7169493224463415,203.11698880300526
stop,359.95873832696594,0.798892329218601,203.69077933479969
stop,359.9175748045507,0.7291504949032173,204.13761031030194
stop,0.042049049104031885,0.8272349462315093,204.1518717452889
stop,359.98626907611117,0.7287991136869318,203.97096735493196
stop,359.9449975271505,0.7849306755031544,204.4825485237659
stop,359.9321452855873,0.6523510474628005,204.83170779413697
stop,359.95882759300275,0.7834188024582015,204.24207122346812
stop,0.013993059912426031,0.7157392050244856,204.53800965982643
stop,0.041979039665039256,0.7295019828412085,204.41518919817125
stop,0.02797919625418949,0.7430854148313655,204.74828386361443
stop,0.0,0.8112941918431987,203.96550320359594
stop,359.9727091470754,0.7379269678215663,203.9960614699426
stop,359.95881795803376,0.8110988377607657,203.5851846102313
stop,359.9726631800357,0.7117918892927472,203.97293444941292
stop,356.50216727815246,0.7839850678290778,203.91717278502892
stop,0.0,0.7430854148313655,204.03966539760395
stop,0.027992693214917538,0.7434438396802325,203.9354230504912
stop,0.01396284349571333,0.686723334130655,204.4080448202994
stop,3.541117338165223,0.7826650270502672,204.66051593277976
stop,0.013999726683984064,0.743623292228504,204.0700597394105
stop,359.98623596653573,0.7443414225867074,204.43260618055479
stop,0.027945252081644376,0.7834188024582015,204.49474724162354
stop,0.0,0.7996640338731066,204.2286840526949
stop,0.0,0.7983144311817943,203.6678845407018
stop,359.9862789095158,0.700793630542587,204.3149083607771
stop,359.9862595587028,0.8531570082355887,203.6741683147382
stop,0.041978375989431424,0.7983144311817943,204.52966316866065
stop,0.28013073725668486,0.6888778852878238,204.14505521649724
stop,359.90376833753567,0.7572098191481288,205.3356664718572
stop,359.8489927883832,0.6049051917541598,204.88300251480376
stop,359.9175713961262,0.5090436468355896,203.0153282673988
stop,359.9039503714152,0.5908737420431323,204.5517520004365
stop,0.05604142866558356,0.5650251579334834,204.786874432425
stop,359.82149043138054,0.4812970705494705,204.2062673718389
stop,359.8353811551823,0.5083086010870198,201.04884850346042
stop,0.0,0.42981422619580856,201.33653607130137
stop,359.71156164495886,0.17881417904816194,200.88010184982608
stop,359.641937337922,0.11033216778910178,200.15272768435474
stop,359.50531271710867,0.3853193323737307,201.0150937085822
stop,359.69767968567726,0.04128483164419745,201.4763773643682
stop,359.7243654482079,0.013801541141294608,200.08146149055483
stop,359.72463209238975,0.0965173498005973,201.8480079571086
stop,358.19591844230587,0.4309656466794846,202.51998928841113
stop,359.60052712828383,0.11035884154544053,200.6650191928624
stop,359.146829011221,0.12403374070755892,202.58486242514792
stop,357.46424808784656,0.6029690999287256,202.2256081351836
stop,359.6533297999729,0.21364363482315768,201.12232767855141
stop,0.6983544525960991,359.81624511290227,201.68902847398738
stop,358.796949689501,1.1341424529534507,202.04613808455233
stop,359.0349657738201,1.4361012741783064,202.1299854868034
stop,359.00657438498763,0.6133344456027489,202.21794466293483
stop,358.607058691187,359.78673722826437,202.0456189901754
stop,358.9019781486985,3.4524806926454983,200.46344665007697
stop,357.8758606869975,0.16163197107713537,202.06263982158708
stop,358.860550276618,0.8893055709744696,202.12900193956293
stop,359.4309648273326,0.40705168697181543,202.61188265350447
stop,359.0066958342888,359.2312176526029,201.35362520460473
stop,358.7894535568869,359.4856548990689,201.2589724430867
stop,359.49122683932774,358.5769475887876,201.40063056647276
stop,358.8424922169479,359.34953531204775,201.56995095599737
stop,359.4304342070115,359.46026025573474,202.77153149516437
stop,358.23625785970904,0.5147503232479881,202.32532889706576
stop,359.57584914788447,0.1644253983857516,201.2627973490219
stop,359.00308095667054,358.82274101741547,201.0344368043117
stop,359.795111427053,358.6815993203637,200.7924978435315
stop,3.420428749304744,358.7517576361359,201.66174869844235
stop,359.9726229126021,359.45520538214043,202.83244312218253
stop,359.725031018126,0.13768224625781622,202.83094048056512
stop,359.5840637577023,0.6387052366356142,203.1656060895174
stop,0.1564556748620442,0.559621144278681,202.27718972379552
stop,359.6607894070832,0.08152793270794234,201.763095045347
stop,358.96323768847753,0.22924846930230797,201.61504386489779
stop,359.5835641400367,359.2817787149033,202.0108806480567
stop,359.6129224008431,359.353508561154,201.9833003441882
stop,359.2473304423809,359.70042859669434,201.73018719392587
stop,1.1458610298567828,359.62217648007527,201.73153957138155
stop,358.4136374455675,0.09507062368691735,200.12857613544958
stop,359.1605041171564,359.02768265773074,201.29065086045722
stop,0.02806115852422964,358.60126637060574,200.65155005981913
stop,359.46219330599155,359.1492714441795,201.04578857871226
stop,359.8164008332112,0.33944007126468234,202.49751796604178
stop,0.7489568161966377,0.13643182805181467,203.20360926205936
stop,357.74842066958587,0.8304438544809459,201.58698544778738
stop,359.3838130966451,356.52357842709654,203.02228139997388
stop,358.80159912733507,359.08156431254565,202.0575581608446
stop,356.70217464040087,358.5710720252758,202.4201182623672
stop,359.29758681421134,0.7597512364887553,202.38507939192505
stop,359.69662308742915,0.9391019188920938,201.8493466741859
stop,0.4278123137583337,0.47511660312425524,201.7895142170566
stop,1.0376593074595564,359.34701571929594,201.71468266450995
stop,359.91932538737103,358.5416277200941,201.584840768388
stop,356.67113463227435,358.50498183420626,200.34405494338515
stop,0.21982242138150693,358.7377854169716,201.6985224369337
stop,0.5892113380321746,359.62503123234404,201.7051750411853
stop,0.015108396786861386,0.5201395559465397,202.36120105058666
stop,359.07528213933483,0.6946073467844066,202.51657419382613
stop,359.1683904243268,1.174274083195507,201.90423407435614
stop,358.31198555441915,359.64773840968314,202.30207893313104
stop,358.54347688709015,359.03813316732595,202.17181356528056
stop,359.03616020315116,359.31889807163884,201.8843172427364
stop,359.1265815557567,0.10602854163229211,202.24623530647702
stop,358.6096577916096,1.2942466761318983,201.87359384573946
stop,359.27378573938796,0.7412986266723196,202.13990292147827
stop,359.90269250937024,359.0871067976137,202.27609689352832
stop,359.9017193208053,358.23957135523017,201.16735228556016
stop,359.10496811581925,357.7112332777629,200.49582174674282
stop,359.6704357152645,357.1843104368361,200.87910464220727
stop,358.84874589546325,358.45868915988945,200.8289437329427
stop,0.05609755761271799,359.6984739086117,202.13618729856978
stop,359.03872888788766,0.5581165283097212,202.0831303890971
stop,358.5796403908679,0.9903476542959359,202.61722386143543
stop,358.15970115078846,0.23044612696501385,202.5506978189195
stop,359.2358782428552,356.6309201859886,202.9755082645376
stop,358.94918692213776,358.5060556680099,201.41102611438953
stop,0.013845794797370874,359.1745727593819,201.4517340418428
stop,0.3381387868256627,0.013858503851755457,202.5241420434265
stop,359.77939686932007,0.5937321228499297,203.3094225526812
stop,359.9310120811648,0.6632461596843229,202.7563957959636
stop,359.8086352816509,0.4927922255617491,202.64264582552622
stop,359.8213189963004,0.5092891067588868,202.41065162017756
stop,359.9174717714139,0.4958840067390906,202.82807180111374
stop,359.9040418585975,0.5353965977267615,202.85382161428467
stop,359.8905441641577,0.5343685475349688,202.9377236580491
stop,359.8484807909997,0.5655713596236729,202.3340715392034
stop,359.80729736498637,0.5651615482734721,201.97399762653865
stop,359.79393011115144,0.5365579433290751,202.05524955690512
stop,359.77960900539074,0.5655713596236729,202.8284406313289
stop,359.83522219320156,0.49504778881344,202.3663236924642
stop,359.7257038184397,0.5356542772853707,202.65067812799015
stop,359.8349036956109,0.4822264565242683,201.97055521119697
stop,359.848953608177,0.4950477354525871,202.66503518562553
stop,359.86248781478037,0.5646162537177818,203.14164578590902
stop,359.86271813356166,0.49492852730722925,203.07102162989108
stop,359.7937299412521,0.49576437170690957,202.66215284579576
stop,359.8214067215426,0.5640719730182964,203.11013129307858
stop,359.80762165222956,0.5366871833147765,202.7989888556278
stop,359.807526829994,0.4681101096962916,203.16258714590427
stop,359.9313607743281,0.646145286993315,203.37578467065705
stop,359.986258948388,0.6605281712814809,203.4275848253224
stop,0.0,0.7700470529714619,203.16831084442873
stop,359.9724984917684,0.7436232388676511,202.9436522622487
stop,356.51669893249846,0.7975452878482275,202.6024023509365
stop,0.0,0.7427274168693216,203.55577381566522
stop,0.013999544923578905,0.7986995364571068,202.8880545224048
stop,0.02794515870015182,0.7971611430682671,203.15650827754297
stop,0.013982678725248806,0.797737386918634,203.03850992944183
stop,0.0,0.7821007360309478,202.26663025133868
stop,359.9862724695279,0.7561156548596044,202.88611474868048
stop,0.027918366549420717,0.7826650270502672,203.34040429075637
stop,359.9862625427417,0.7566624435191757,203.02687128709613
stop,359.97256502608184,0.7967775318968358,202.8350932355805
stop,0.013996214872853194,0.7847412978362452,203.29857621227922
stop,359.9314607725664,0.7138459619639227,203.62503193384916
stop,0.04183715982730943,0.7956287794558042,203.01351143707956
stop,0.0,0.7706038201105238,203.09073355583573
stop,359.9588854361673,0.6038871200418576,203.1777501658617
stop,0.0,0.7016381727612885,202.99770637934017
stop,0.01400350029679943,0.6060729406588204,204.1659282746008
stop,359.9315727903369,0.4522702606807973,204.08690298590375
stop,359.9314085122811,0.494571223036273,202.42622445148518
stop,359.87647708273715,0.5497849781827752,201.730433080736
stop,359.8762658404608,0.3992728485591114,202.78480938291085
stop,359.90383589904553,0.6603690492181608,203.97339890227647
stop,0.0,0.645834246581815,203.0410644201914
stop,0.0,0.7019764805686157,202.20812285090835
stop,359.8764462668446,0.4949284739463764,201.76369610199396
stop,359.8214887505137,0.4125429456210941,200.6400070401218
stop,359.9450324251483,0.1789003835060069,200.90082464376792
stop,359.79422104786164,0.2747665041177126,200.62052734060893
stop,359.6562945289595,0.31666656638542023,200.81689527924678
stop,359.4788270044155,0.16482104242950987,201.64097126298716
stop,359.6844717540089,0.16486071622363413,200.85037686655818
stop,359.94504541184585,0.04127488985029325,201.14878783139605
stop,359.8219561782448,0.0960071800263223,201.0564573341958
stop,359.65728237174864,0.1510133481148663,201.54544423725537
stop,359.72503083136303,0.12391409233516469,202.28292708269834
stop,359.7250315517345,0.17898669468555764,202.09172276707298
stop,359.2651734044531,0.3332475709671402,201.71968236298238
stop,359.44848260836727,0.2623543428485069,201.33637214676128
stop,359.8770052751395,0.20528505742422234,202.79032817576024
stop,358.55580868691493,0.8266359706578109,203.13227476636774
stop,358.8227062261394,0.7129886131405274,202.1932603592744
stop,358.19533488801864,0.759040416567398,201.98301347624306
stop,358.49608519264723,0.8927242940974726,202.2160322099672
stop,358.7009237397947,0.1399094748966222,201.29312338893675
stop,358.3621221311348,359.56530787147847,201.79176817948272
stop,358.90053388385417,359.6444256878944,201.28888867165134
stop,358.3919430572162,356.605745175925,203.8032725504298
stop,358.7547865048677,0.16446485873646427,201.92055822647248
stop,358.19517672645065,359.97257503457683,201.247333800741
stop,359.2818794601936,359.25795256047905,202.11591529711316
stop,358.9660087175682,359.5335602984426,201.41042505774254
stop,359.1275585929731,359.4845478748148,202.21683817228927
stop,359.303225935784,0.02736489611055155,201.42771909672103
stop,359.1525056454732,0.13472520123402384,201.69820824823188
stop,359.34392740657404,0.5749190604722171,201.06851944827005
stop,358.6561346675906,359.7953034327419,200.99438457501873
stop,358.7246749755814,359.8089497638374,201.38497577289507
stop,359.1675122647708,-0.0,201.00503967012395
stop,359.0498314671052,359.8903797860504,202.0422721974821
stop,358.80374903609805,357.1939025837517,203.65686061538142
stop,358.55064954621406,1.0370085184977011,201.77757504638743
stop,359.2367069902615,0.36136908728609585,201.45524475907618
stop,358.5172390355587,0.8614557414380071,201.5619732950468
stop,358.40275546011577,-0.0,200.893516341356
stop,358.5714863189376,359.7812887650191,201.05332910755595
stop,358.37505701531893,359.6096384405541,201.95211370043793
stop,359.9305715339633,359.68223438680803,201.56307978569234
stop,359.8490332225695,359.2625977294449,202.83385014115154
stop,0.695643881351809,359.8232341439911,202.2101855680377
stop,359.876620223225,359.87724080994417,202.76547994755973
stop,359.09207640056513,359.66289716077233,202.45470634032415
stop,358.4552742787479,0.02787944981239685,201.8390057677825
stop,359.1364049152479,0.09609952765235631,202.01048449708486
stop,358.4167336556956,0.6205948833296195,203.42763946683579
stop,358.6335585445062,0.26267202668619183,202.09580722019666
stop,0.069049623991472,0.7063719207429305,201.30547237095615
stop,359.7801323953163,359.7128733347642,201.52574597168905
stop,0.027679241559877502,359.3102035609905,201.04801522038167
stop,359.7305542666066,0.026983297643790104,200.94673717536872
stop,359.3694154314007,0.04118554710728765,202.02027898835465
stop,358.2719382343247,0.23925253532183458,202.01816162971195
stop,357.9069164899365,0.8055003237971767,201.91333188633058
stop,357.96568621231967,0.6059267319218998,201.9603372481986
stop,358.14324679819106,0.055112873119058915,201.8220805590192
stop,359.01420295923856,359.8065761930595,201.82127459669715
stop,359.4388019357967,359.31901824027955,201.74550047804505
stop,357.2784223327492,0.08349556746754154,202.73486703969974
stop,357.5791194899683,0.55563556881542,202.5821303494799
stop,356.8319840931243,0.2442917475058495,202.64115684428717
